status,match_method,match_confidence,match_score,pre_index,post_index,pre_tuid,post_tuid,tuid_changed,text_changed,pre_text_hash,post_text_hash,pre_tag_count,post_tag_count,tag_count_delta,pre_tag_types,post_tag_types,pre_langs,post_langs,prop_types_pre,prop_types_post,has_dom_nesting_pre,has_dom_nesting_post
MATCHED,alignment_text_fingerprint,high,,0,0,0hvOKp4BfLc99Jc43qd8,1wZ-N54BFOP5uam1ynUJ,Y,,e98e7c9ed3d1263f,e98e7c9ed3d1263f,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,1,1,0xvOKp4BfLc99Jc43qd8,2AZ-N54BFOP5uam1ynUJ,Y,,eddf075c4da63eb4,eddf075c4da63eb4,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,2,2,1BvOKp4BfLc99Jc43qd8,2QZ-N54BFOP5uam1ynUJ,Y,,d3ab079ed1f3b6cc,d3ab079ed1f3b6cc,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,3,3,1RvOKp4BfLc99Jc43qd8,2gZ-N54BFOP5uam1ynUJ,Y,,c96ff117eaf2b7ab,c96ff117eaf2b7ab,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,4,4,1hvOKp4BfLc99Jc43qd8,2wZ-N54BFOP5uam1ynUJ,Y,,a9c16c88cec28138,a9c16c88cec28138,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,5,5,1xvOKp4BfLc99Jc43qd8,3AZ-N54BFOP5uam1ynUJ,Y,,9b27c88ac6da1e93,9b27c88ac6da1e93,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,6,6,2BvOKp4BfLc99Jc43qd8,3QZ-N54BFOP5uam1ynUJ,Y,,75b4989523bd7fba,75b4989523bd7fba,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,7,7,2RvOKp4BfLc99Jc43qd8,3gZ-N54BFOP5uam1ynUJ,Y,,237ea772fece1844,237ea772fece1844,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,8,8,2hvOKp4BfLc99Jc43qd8,3wZ-N54BFOP5uam1ynUJ,Y,,8c757b7aa9268a94,8c757b7aa9268a94,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,9,9,2xvOKp4BfLc99Jc43qd8,4AZ-N54BFOP5uam1ynUJ,Y,,c784cdfe77cd128b,c784cdfe77cd128b,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,10,10,3BvOKp4BfLc99Jc43qd8,4QZ-N54BFOP5uam1ynUJ,Y,,83aaca72d43db584,83aaca72d43db584,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,11,11,3RvOKp4BfLc99Jc43qd8,4gZ-N54BFOP5uam1ynUJ,Y,,9887247792e5ca8e,9887247792e5ca8e,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,12,12,3hvOKp4BfLc99Jc43qd8,4wZ-N54BFOP5uam1ynUJ,Y,,e2aca4ce7df111e9,e2aca4ce7df111e9,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,13,13,3xvOKp4BfLc99Jc43qd8,5AZ-N54BFOP5uam1ynUJ,Y,,2570bc12d7e4b64b,2570bc12d7e4b64b,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,,False,False
