status,match_method,match_confidence,match_score,pre_index,post_index,pre_tuid,post_tuid,tuid_changed,text_changed,pre_text_hash,post_text_hash,pre_tag_count,post_tag_count,tag_count_delta,pre_tag_types,post_tag_types,pre_langs,post_langs,prop_types_pre,prop_types_post,has_dom_nesting_pre,has_dom_nesting_post
MATCHED,alignment_text_fingerprint,high,,0,0,0hvOKp4BfLc99Jc43qd8,,Y,,e98e7c9ed3d1263f,e98e7c9ed3d1263f,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,False,False
MATCHED,alignment_text_fingerprint,high,,1,1,0xvOKp4BfLc99Jc43qd8,,Y,,eddf075c4da63eb4,eddf075c4da63eb4,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,False,False
MATCHED,alignment_text_fingerprint,high,,2,2,1BvOKp4BfLc99Jc43qd8,,Y,,d3ab079ed1f3b6cc,d3ab079ed1f3b6cc,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,False,False
MATCHED,alignment_text_fingerprint,high,,3,3,1RvOKp4BfLc99Jc43qd8,,Y,,c96ff117eaf2b7ab,c96ff117eaf2b7ab,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,False,False
MATCHED,alignment_text_fingerprint,high,,4,4,1hvOKp4BfLc99Jc43qd8,,Y,,a9c16c88cec28138,a9c16c88cec28138,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,False,False
MATCHED,alignment_text_fingerprint,high,,5,5,1xvOKp4BfLc99Jc43qd8,,Y,,9b27c88ac6da1e93,9b27c88ac6da1e93,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,False,False
MATCHED,alignment_text_fingerprint,high,,6,6,2BvOKp4BfLc99Jc43qd8,,Y,,75b4989523bd7fba,75b4989523bd7fba,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,False,False
MATCHED,alignment_text_fingerprint,high,,7,7,2RvOKp4BfLc99Jc43qd8,,Y,,237ea772fece1844,237ea772fece1844,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,False,False
MATCHED,alignment_text_fingerprint,high,,8,8,2hvOKp4BfLc99Jc43qd8,,Y,,8c757b7aa9268a94,8c757b7aa9268a94,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,False,False
MATCHED,alignment_text_fingerprint,high,,9,9,2xvOKp4BfLc99Jc43qd8,,Y,,c784cdfe77cd128b,c784cdfe77cd128b,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,False,False
