status,match_method,match_confidence,match_score,pre_index,post_index,pre_tuid,post_tuid,tuid_changed,text_changed,pre_text_hash,post_text_hash,pre_tag_count,post_tag_count,tag_count_delta,pre_tag_types,post_tag_types,pre_langs,post_langs,prop_types_pre,prop_types_post,has_dom_nesting_pre,has_dom_nesting_post
MATCHED,alignment_text_fingerprint,high,,0,0,,4AarN54BFOP5uam1oHfo,Y,,e98e7c9ed3d1263f,e98e7c9ed3d1263f,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,1,1,,4QarN54BFOP5uam1oHfo,Y,,eddf075c4da63eb4,eddf075c4da63eb4,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,2,2,,4garN54BFOP5uam1oHfo,Y,,d3ab079ed1f3b6cc,d3ab079ed1f3b6cc,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,3,3,,4warN54BFOP5uam1oHfo,Y,,c96ff117eaf2b7ab,c96ff117eaf2b7ab,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,4,4,,5AarN54BFOP5uam1oHfo,Y,,a9c16c88cec28138,a9c16c88cec28138,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,5,5,,5QarN54BFOP5uam1oHfo,Y,,9b27c88ac6da1e93,9b27c88ac6da1e93,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,6,6,,5garN54BFOP5uam1oHfo,Y,,75b4989523bd7fba,75b4989523bd7fba,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,7,7,,5warN54BFOP5uam1oHfo,Y,,237ea772fece1844,237ea772fece1844,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,8,8,,6AarN54BFOP5uam1oHfo,Y,,8c757b7aa9268a94,8c757b7aa9268a94,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,9,9,,6QarN54BFOP5uam1oHfo,Y,,c784cdfe77cd128b,c784cdfe77cd128b,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,10,10,,6garN54BFOP5uam1oHfo,Y,,83aaca72d43db584,83aaca72d43db584,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,11,11,,6warN54BFOP5uam1oHfo,Y,,9887247792e5ca8e,9887247792e5ca8e,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,12,12,,7AarN54BFOP5uam1oHfo,Y,,e2aca4ce7df111e9,e2aca4ce7df111e9,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,13,13,,7QarN54BFOP5uam1oHfo,Y,,2570bc12d7e4b64b,2570bc12d7e4b64b,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,14,14,,7garN54BFOP5uam1oHfo,Y,,df786b43c9f579c9,df786b43c9f579c9,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,15,15,,7warN54BFOP5uam1oHfo,Y,,2f826531bf41c1b7,2f826531bf41c1b7,4,4,0,bpt;bpt;ept;ept,bpt;bpt;ept;ept,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,16,16,,8AarN54BFOP5uam1oHfo,Y,,d99cc7cf486e204b,d99cc7cf486e204b,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,17,17,,8QarN54BFOP5uam1oHfo,Y,,30b330292d0f55c6,30b330292d0f55c6,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,18,18,,8garN54BFOP5uam1oHfo,Y,,3a9ef2476adacf85,3a9ef2476adacf85,6,6,0,bpt;bpt;ept;ept;ph;ph,bpt;bpt;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,19,19,,8warN54BFOP5uam1oHfo,Y,,a9678998895a436d,a9678998895a436d,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
MATCHED,alignment_text_fingerprint,high,,20,20,,9AarN54BFOP5uam1oHfo,Y,,4d0659524ee824ed,4d0659524ee824ed,10,10,0,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,bpt;bpt;bpt;bpt;ept;ept;ept;ept;ph;ph,en-CA;fr-CA,en-CA;fr-CA,x-ConfirmationLevel;x-LastUsedBy;x-Origin;x-OriginalFormat,,False,False
