status,match_method,match_confidence,match_score,pre_index,post_index,pre_tuid,post_tuid,tuid_changed,text_changed,pre_text_hash,post_text_hash,pre_tag_count,post_tag_count,tag_count_delta,pre_tag_types,post_tag_types,pre_langs,post_langs,prop_types_pre,prop_types_post,has_dom_nesting_pre,has_dom_nesting_post
MATCHED,alignment_text_fingerprint,high,,64,64,YB2xMJ4BfLc99Jc4X45_,Soy1MJ4BXb1gYwgPz7Tv,Y,,8b43208b6b02924d,8b43208b6b02924d,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,65,65,YR2xMJ4BfLc99Jc4X45_,S4y1MJ4BXb1gYwgPz7Tv,Y,,72a6a2cb15374f2d,72a6a2cb15374f2d,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,66,66,Yh2xMJ4BfLc99Jc4X45_,TIy1MJ4BXb1gYwgPz7Tv,Y,,47362d770119d42f,47362d770119d42f,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,67,67,Yx2xMJ4BfLc99Jc4X45_,TYy1MJ4BXb1gYwgPz7Tv,Y,,384bf807788a86e1,384bf807788a86e1,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,68,68,ZB2xMJ4BfLc99Jc4X45_,Toy1MJ4BXb1gYwgPz7Tv,Y,,590937308df581c6,590937308df581c6,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,69,69,ZR2xMJ4BfLc99Jc4X45_,T4y1MJ4BXb1gYwgPz7Tv,Y,,2d470511285d3d02,2d470511285d3d02,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,70,70,Zh2xMJ4BfLc99Jc4X45_,UIy1MJ4BXb1gYwgPz7Tv,Y,,c954799b0a0f6b4a,c954799b0a0f6b4a,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,71,71,Zx2xMJ4BfLc99Jc4X45_,UYy1MJ4BXb1gYwgPz7Tv,Y,,7798e5746677e3e2,7798e5746677e3e2,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,72,72,aB2xMJ4BfLc99Jc4X45_,Uoy1MJ4BXb1gYwgPz7Tv,Y,,e75c607de29381fe,e75c607de29381fe,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,73,73,aR2xMJ4BfLc99Jc4X45_,U4y1MJ4BXb1gYwgPz7Tv,Y,,b04771f7b24e6f0e,b04771f7b24e6f0e,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
