status,match_method,match_confidence,match_score,pre_index,post_index,pre_tuid,post_tuid,tuid_changed,text_changed,pre_text_hash,post_text_hash,pre_tag_count,post_tag_count,tag_count_delta,pre_tag_types,post_tag_types,pre_langs,post_langs,prop_types_pre,prop_types_post,has_dom_nesting_pre,has_dom_nesting_post
MATCHED,tuid,high,,37,37,L4y1MJ4BXb1gYwgPz7Tv,L4y1MJ4BXb1gYwgPz7Tv,,,872e1bad5d7f07fa,872e1bad5d7f07fa,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,38,38,MIy1MJ4BXb1gYwgPz7Tv,MIy1MJ4BXb1gYwgPz7Tv,,,ae9de41cb06f714b,ae9de41cb06f714b,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,39,39,MYy1MJ4BXb1gYwgPz7Tv,MYy1MJ4BXb1gYwgPz7Tv,,,16c817239fa87de0,16c817239fa87de0,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,40,40,Moy1MJ4BXb1gYwgPz7Tv,Moy1MJ4BXb1gYwgPz7Tv,,,229f965e38489484,229f965e38489484,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,41,41,M4y1MJ4BXb1gYwgPz7Tv,M4y1MJ4BXb1gYwgPz7Tv,,,e9f6b56177c2fbe9,e9f6b56177c2fbe9,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,42,42,NIy1MJ4BXb1gYwgPz7Tv,NIy1MJ4BXb1gYwgPz7Tv,,,ecddb56195faf9e3,ecddb56195faf9e3,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,43,43,NYy1MJ4BXb1gYwgPz7Tv,NYy1MJ4BXb1gYwgPz7Tv,,,24710d7d43279c55,24710d7d43279c55,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,44,44,Noy1MJ4BXb1gYwgPz7Tv,Noy1MJ4BXb1gYwgPz7Tv,,,c339431d61c7eaf2,c339431d61c7eaf2,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,45,45,N4y1MJ4BXb1gYwgPz7Tv,N4y1MJ4BXb1gYwgPz7Tv,,,e2f1809f7585d57e,e2f1809f7585d57e,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,46,46,OIy1MJ4BXb1gYwgPz7Tv,OIy1MJ4BXb1gYwgPz7Tv,,,5c7abb09aed6db6b,5c7abb09aed6db6b,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
