status,match_method,match_confidence,match_score,pre_index,post_index,pre_tuid,post_tuid,tuid_changed,text_changed,pre_text_hash,post_text_hash,pre_tag_count,post_tag_count,tag_count_delta,pre_tag_types,post_tag_types,pre_langs,post_langs,prop_types_pre,prop_types_post,has_dom_nesting_pre,has_dom_nesting_post
MATCHED,alignment_text_fingerprint,high,,0,0,mwTJKp4BFOP5uam1hhxZ,rAWBMZ4BFOP5uam1qod7,Y,,af8e1ac153c24bbd,af8e1ac153c24bbd,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,1,1,nATJKp4BFOP5uam1hhxZ,rQWBMZ4BFOP5uam1qod7,Y,,d9009439ff03214c,d9009439ff03214c,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,2,2,nQTJKp4BFOP5uam1hhxZ,rgWBMZ4BFOP5uam1qod7,Y,,577c8e2ad07e5f86,577c8e2ad07e5f86,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,3,3,ngTJKp4BFOP5uam1hhxZ,rwWBMZ4BFOP5uam1qod7,Y,,8ef6a0b7d99350ea,8ef6a0b7d99350ea,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,4,4,nwTJKp4BFOP5uam1hhxZ,sAWBMZ4BFOP5uam1qod7,Y,,1ada171ca12369b1,1ada171ca12369b1,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,5,5,oATJKp4BFOP5uam1hhxZ,sQWBMZ4BFOP5uam1qod7,Y,,ceff37513c708793,ceff37513c708793,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,6,6,oQTJKp4BFOP5uam1hhxZ,sgWBMZ4BFOP5uam1qod7,Y,,63e4eb05e078bc7b,63e4eb05e078bc7b,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,7,7,ogTJKp4BFOP5uam1hhxZ,swWBMZ4BFOP5uam1qod7,Y,,feaaa58866fa9a2e,feaaa58866fa9a2e,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,8,8,owTJKp4BFOP5uam1hhxZ,tAWBMZ4BFOP5uam1qod7,Y,,597504101cfc5cdb,597504101cfc5cdb,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,9,9,pATJKp4BFOP5uam1hhxZ,tQWBMZ4BFOP5uam1qod7,Y,,abbae577877e344f,abbae577877e344f,4,8,4,bpt;bpt;ept;ept,bpt;bpt;bpt;bpt;ept;ept;ept;ept,en-CA;fr-CA,en-CA;fr-CA,,,False,False
MATCHED,alignment_text_fingerprint,high,,10,10,pQTJKp4BFOP5uam1hhxZ,tgWBMZ4BFOP5uam1qod7,Y,,5afe173ecb223f78,5afe173ecb223f78,0,0,0,,,en-CA;fr-CA,en-CA;fr-CA,,,False,False
